alcohol	citric acid	volatile acidity:pH:residual sugar	quality
9.4	0.42	0.2:3.16:14.0	medium
10.5	0.34	nan:nan:nan	medium
9.1	0.47	0.35:3.09:nan	low
	0.44	0.28:3.25:1.8	high
9.5	0.28	0.25:3.42:11.1	low
9.3		0.22:3.4:15.2	medium
9.8	0.4	0.14:3.3:1.2	high
9.8		0.13:3.3:1.2	high
9.8		0.18:3.3:8.1	medium
	0.38	0.2:3.3:8.1	medium
8.7	0.49	0.24:3.0:nan	low
		0.44:3.37:18.6	medium
9.5	0.28	0.3:3.22:nan	medium
11.0	0.42	0.27:2.94:1.6	medium
	0.63	0.5:nan:13.4	low
		0.2:3.21:nan	medium
9.3		0.11:3.42:nan	high
9.3	0.34	0.11:3.42:nan	high
9.8	0.31	0.12:3.41:5.2	high
	0.57	0.16:nan:1.1	high
9.3	0.6	0.21:3.12:1.1	high
9.4	0.3	0.27:3.4:16.7	low
10.4	0.45	0.27:3.2:10.6	high
	0.48	0.225:3.24:2.2	medium
11.0	0.45	0.14:3.02:1.5	medium
9.0	0.19	0.23:nan:13.7	low
9.5	0.37	0.22:3.37:15.0	high
8.8	0.44	0.17:3.28:14.1	high
	0.0	0.395:3.37:nan	low
9.3	0.22	0.29:nan:9.5	medium
9.5	0.37	nan:nan:15.0	high
8.8	0.44	nan:3.28:14.1	high
9.0	0.19	nan:3.12:13.7	low
9.3	0.27	0.3:3.27:10.6	medium
	0.28	0.34:3.27:11.0	medium
9.2	0.28	0.34:3.27:11.0	medium
	0.16	nan:3.46:nan	high
9.3	0.27	0.3:3.27:10.6	medium
9.2	0.28	0.34:3.27:nan	medium
10.9	0.3	nan:3.39:2.0	high
10.0	0.08	0.46:3.1:4.9	low
10.9	0.3	0.24:3.39:2.0	high
9.3	0.27	0.32:3.03:1.4	low
9.0	0.26	0.31:3.09:nan	low
9.2	0.23	0.42:3.02:8.8	medium
9.6	0.33	0.24:nan:nan	medium
9.4	0.24	0.18:3.42:4.8	medium
11.1	0.31	nan:3.34:1.4	high
8.9	0.58	0.27:nan:11.2	medium
9.3		nan:3.19:6.8	low
9.3	0.35	0.39:nan:nan	low
9.8		0.21:3.41:11.4	high
9.8	0.34	0.32:3.22:6.6	medium
		0.27:3.06:11.2	medium
9.6		0.31:3.17:13.2	low
9.6	0.26	0.29:nan:13.1	medium
9.0	0.17	0.39:nan:12.0	medium
9.5	0.26	0.3:3.17:13.4	medium
	0.49	0.28:3.19:6.8	low
	0.05	0.41:nan:1.5	medium
9.1	0.28	0.35:3.42:1.1	high
9.5	0.32	nan:3.38:16.5	medium
10.5	0.24	0.35:3.03:15.6	medium
		0.3:3.01:2.8	low
11.7	0.42	0.18:3.16:nan	low
9.1	0.22	0.56:3.2:8.9	low
9.0	0.17	0.3:3.01:nan	low
9.1	0.22	nan:nan:nan	low
		0.36:3.41:nan	high
9.2	0.2	nan:2.96:10.2	medium
	0.21	0.18:3.3:5.4	low
9.6	0.23	0.19:3.34:6.2	medium
11.7	0.42	0.18:3.16:nan	low
9.8	0.37	0.21:3.26:7.2	medium
10.2	0.38	0.25:3.33:8.1	medium
12.5	0.36	0.24:3.28:2.0	high
10.9		0.16:nan:10.7	high
	0.36	0.16:nan:1.2	high
10.5	0.31	nan:3.72:1.7	medium
11.5	0.4	0.17:3.05:5.5	low
12.8	0.34	0.3:3.36:2.7	high
12.2	0.34	0.25:3.18:1.3	medium
10.5	0.31	0.205:3.72:1.7	medium
12.8	0.34	nan:nan:4.3	high
11.9	0.36	0.25:3.25:2.1	high
11.9		0.25:3.25:2.1	high
11.9	0.36	0.25:3.25:2.1	high
12.0	0.35	0.34:nan:nan	high
12.0	0.35	0.33:3.16:6.3	high
8.8	0.32	0.23:3.12:nan	high
8.8		0.23:3.12:13.4	high
10.8	0.35	0.19:3.21:1.7	high
11.0	0.29	nan:3.3:1.6	high
11.0		0.21:nan:1.6	high
	0.37	0.22:3.02:nan	low
10.8	0.27	nan:3.08:1.2	low
8.8	0.32	nan:3.12:13.4	high
11.5	0.24	nan:3.31:1.8	medium
	0.35	0.19:nan:1.7	high
	0.49	0.38:3.1:13.6	low
9.5		0.18:3.27:1.3	high
8.6	0.58	0.34:3.06:11.1	low
9.5	0.36	0.18:3.27:nan	high
10.3		0.2:3.49:nan	high
9.4	0.49	0.38:3.1:13.6	low
9.4	0.48	nan:3.1:13.7	low
10.0	0.39	0.22:nan:10.2	high
9.4		0.3:nan:nan	low
10.4		0.27:nan:1.7	high
	0.42	0.25:nan:14.2	high
9.9		0.34:3.36:nan	medium
12.1	0.33	0.28:3.24:1.7	medium
9.9	0.0	nan:3.35:6.5	low
		0.27:3.12:2.2	medium
9.5		0.18:3.27:1.3	high
8.5		0.18:3.24:12.6	high
9.0	0.42	0.28:3.28:14.4	high
10.1	0.29	0.24:nan:1.2	medium
9.4	0.65	0.45:3.04:nan	low
8.6	0.58	0.34:3.06:nan	low
10.7	0.21	0.26:nan:nan	medium
9.6	0.47	nan:2.89:1.4	low
10.1	0.29	0.15:nan:1.3	low
10.0	0.32	0.21:3.2:2.2	high
	0.34	nan:3.28:nan	high
10.2	0.34	0.28:nan:nan	medium
8.9	0.54	0.16:3.23:1.4	medium
11.9		0.12:3.41:2.2	high
10.0	0.32	0.21:3.2:2.2	high
9.9	0.44	0.36:nan:1.9	medium
		0.26:3.13:6.0	medium
	0.43	0.26:3.13:6.0	medium
9.8	0.29	0.23:3.35:12.2	medium
12.2		0.34:3.4:nan	high
	0.31	0.26:nan:1.6	medium
11.0	0.32	nan:3.37:2.0	high
11.4	0.31	0.26:nan:1.6	medium
11.0	0.32	nan:3.37:2.0	high
9.9	0.0	nan:3.3:6.4	medium
	0.18	0.26:3.42:1.2	high
9.4	0.3	nan:3.58:1.0	low
	0.29	0.31:3.12:1.4	high
11.0	0.18	0.26:3.42:nan	high
10.3		0.19:3.23:1.1	medium
10.5	0.28	0.18:3.22:8.7	medium
10.5	0.26	nan:nan:1.6	medium
10.9	0.29	nan:3.05:1.4	medium
10.5	0.28	nan:3.22:8.5	medium
11.0	0.38	0.2:3.32:7.9	high
9.7	0.29	0.29:3.25:nan	medium
8.9		0.28:nan:12.8	low
9.6		nan:nan:7.7	medium
8.8	0.28	0.21:3.02:nan	high
11.1	0.42	0.19:3.06:1.6	low
10.3	0.45	nan:3.08:1.3	low
12.2	0.39	0.25:3.28:2.1	high
9.8	0.37	nan:3.32:9.6	low
	0.31	nan:3.08:nan	low
9.9	0.2	nan:3.15:5.8	low
9.9	0.19	0.33:3.15:5.6	low
9.9	0.19	0.34:3.15:5.8	low
		nan:3.36:nan	low
	0.26	0.32:3.24:1.2	low
9.2	0.05	0.29:nan:0.8	low
10.3	0.39	0.13:3.36:4.7	high
11.0	0.32	0.3:nan:1.6	medium
11.9	0.34	0.24:3.06:1.4	medium
	0.4	0.18:nan:1.1	high
9.4	0.32	0.11:3.55:4.6	high
8.9	0.62	0.32:3.13:10.6	medium
8.9	0.62	0.32:3.13:10.6	medium
	0.27	0.26:3.17:12.9	medium
10.7	0.41	nan:3.45:2.0	high
9.8	0.23	0.27:3.28:nan	low
9.3	0.1	0.595:3.36:nan	low
9.5		0.25:3.02:nan	high
	0.35	0.25:3.58:12.0	low
		nan:3.15:15.0	low
11.9	0.52	0.17:3.14:5.9	high
	0.43	0.26:3.08:nan	low
10.0		0.26:3.18:12.5	medium
9.6	0.33	0.29:3.26:7.4	low
8.9	0.43	0.28:3.08:13.0	low
8.9	0.44	0.27:3.12:6.7	low
11.4	0.32	0.43:3.08:1.4	low
		nan:nan:15.0	low
10.0	0.29	nan:3.36:7.3	medium
		nan:3.06:15.3	high
9.7	0.28	nan:3.14:7.5	low
9.5	0.46	0.27:3.25:11.75	medium
10.0	0.19	nan:3.54:1.6	high
	0.36	0.48:3.14:3.5	high
8.7	0.33	nan:3.28:8.0	high
10.2	0.29	nan:nan:nan	high
9.6	1.0	0.345:2.96:nan	low
10.0	0.35	0.16:2.96:1.6	low
9.5	0.25	0.705:nan:nan	low
11.5		0.25:nan:6.4	low
	0.26	0.345:3.08:nan	low
9.8	0.34	0.22:3.08:9.7	medium
10.1	0.33	0.17:3.23:1.4	medium
10.0	0.37	0.23:2.99:1.3	low
9.8	0.34	nan:3.08:nan	medium
9.5	0.26	0.345:3.08:1.9	low
	0.26	0.32:3.07:1.8	low
10.2	0.32	nan:3.39:0.9	high
10.2	0.32	nan:3.39:1.1	high
9.0	0.34	0.24:nan:nan	medium
	0.34	0.24:3.03:15.4	medium
12.3	0.36	nan:3.13:5.0	high
9.0	0.34	0.24:3.03:nan	medium
11.6		0.19:3.37:4.0	medium
9.5	0.21	0.26:3.28:12.5	medium
	0.43	0.23:3.15:3.2	low
9.6	0.28	0.34:3.13:1.8	medium
9.0	0.35	0.22:nan:nan	medium
12.0		0.08:3.34:1.9	high
11.4		0.42:3.33:1.6	high
12.3		0.42:3.38:1.5	high
12.6		0.27:3.32:1.7	high
9.0	0.35	0.22:3.24:17.5	medium
12.0		0.08:3.34:1.9	high
11.7	0.38	0.13:3.32:1.8	medium
	0.25	0.3:3.12:4.3	low
10.3	0.3	0.13:3.51:4.9	medium
8.6		0.14:3.25:nan	low
10.7	0.33	0.28:3.39:6.7	high
9.8	0.71	0.2:3.12:1.6	low
		0.19:3.12:1.5	medium
10.7		0.28:nan:nan	high
12.5		nan:3.5:nan	medium
11.9	0.34	0.36:3.41:4.2	medium
10.8	0.33	0.19:nan:1.6	low
	0.21	0.41:3.42:1.9	medium
10.3	0.3	0.28:nan:5.3	medium
10.3	0.3	0.3:3.12:5.2	medium
10.8	0.33	0.19:3.44:1.6	low
	0.39	0.28:3.06:8.9	high
10.2	0.38	0.16:2.95:3.4	medium
10.2	0.44	0.26:3.14:1.3	low
9.9	0.27	0.25:3.19:15.2	low
10.1	0.18	0.24:3.38:1.3	low
		0.18:3.25:1.8	medium
10.5		nan:3.05:1.6	medium
10.4	0.34	0.26:3.29:1.3	low
9.5		0.24:nan:9.8	medium
9.2	0.3	0.24:nan:17.45	medium
10.1	0.6	nan:3.05:2.1	high
	0.36	0.19:3.15:1.8	high
9.4		0.28:3.09:6.8	low
		0.28:nan:7.1	medium
10.4	0.39	0.24:3.31:nan	high
	0.26	0.36:3.34:3.3	medium
10.8	0.28	0.18:3.42:3.3	medium
	0.26	nan:3.34:3.3	medium
9.3	0.06	nan:3.32:2.7	low
10.3	0.37	0.22:3.37:nan	high
10.5	0.39	0.15:3.08:1.3	medium
10.3	0.44	nan:3.11:1.4	medium
11.2	0.41	0.16:3.24:nan	high
10.3	0.48	0.16:3.15:1.7	medium
9.5		nan:3.19:11.6	low
	0.27	0.16:3.66:12.6	low
10.2	0.22	0.39:3.03:2.8	low
9.2	0.47	0.37:2.98:11.2	low
10.3	0.44	0.16:3.11:1.4	medium
	0.42	0.18:2.95:nan	medium
9.5	0.26	0.14:nan:1.5	medium
11.4	0.42	0.2:3.11:nan	high
11.4	0.42	0.2:nan:1.5	high
	0.32	0.19:3.25:7.05	high
		0.19:nan:10.6	medium
	0.74	0.34:nan:nan	medium
9.7	0.46	0.15:nan:1.6	medium
10.2	0.44	0.14:3.32:1.6	medium
9.5	0.17	0.55:3.09:nan	low
	0.35	0.24:3.41:1.5	high
9.3		0.6:nan:11.0	low
10.5	0.41	nan:3.48:2.1	medium
10.0		0.34:3.35:7.6	medium
10.2	0.36	nan:3.49:6.8	medium
		nan:3.49:6.8	medium
9.1	0.46	0.64:2.87:nan	low
10.2		nan:3.16:1.8	medium
10.7	0.37	0.17:3.54:1.5	low
9.7		0.47:3.21:6.0	low
9.3	0.34	0.15:3.37:nan	high
11.0	0.34	0.17:3.05:1.4	low
		0.68:3.22:2.1	low
10.7	0.3	0.275:3.01:1.0	low
10.7	0.32	0.49:3.24:5.2	low
8.8	0.48	0.33:2.95:19.45	low
	0.37	0.21:3.16:1.6	high
10.5	0.4	0.15:3.14:2.0	low
10.0	0.1	0.19:3.29:1.3	low
10.4		0.31:3.07:1.7	low
9.2	0.38	0.4:3.03:1.1	low
12.6	0.36	nan:3.31:4.7	medium
9.0		0.24:3.1:7.5	low
9.2	0.81	0.21:nan:nan	medium
11.3	0.42	0.29:nan:1.3	low
	0.55	0.29:3.12:2.2	low
10.4		0.31:3.07:1.7	low
10.0		0.26:2.96:2.2	low
10.7	0.34	0.21:3.51:1.2	medium
		0.51:3.41:10.0	low
10.7	0.34	0.21:3.51:1.2	medium
8.7	0.2	0.3:3.3:nan	low
	0.36	0.26:3.09:2.0	high
9.4	0.28	nan:3.34:7.5	low
9.5	0.26	nan:3.31:4.0	low
9.5	0.26	0.26:3.3:4.1	low
10.9		0.26:3.37:1.9	medium
9.7	0.38	nan:3.22:nan	low
	0.51	0.3:3.08:5.5	medium
11.1	0.34	0.19:3.1:2.6	high
12.6	0.44	0.33:2.96:6.35	high
11.0	0.36	0.2:3.35:1.5	medium
	0.32	0.37:3.0:1.6	high
9.7	0.38	0.22:3.22:nan	low
10.9	0.33	0.29:2.96:nan	high
10.9	0.3	nan:2.97:nan	low
9.3	0.45	0.55:3.17:12.0	medium
12.7	0.19	0.4:3.22:3.2	high
10.1	0.33	0.28:3.37:7.7	medium
10.0	0.44	0.26:3.18:1.3	low
	0.34	0.26:nan:16.3	low
10.1		0.34:3.29:6.2	medium
9.0	0.33	nan:3.43:nan	high
9.4	0.25	nan:3.28:5.8	medium
9.4	0.25	0.27:3.28:5.8	medium
	0.37	0.2:nan:16.95	medium
10.1	0.21	nan:3.36:5.1	high
8.6	0.69	nan:nan:nan	low
11.2	0.45	0.24:3.55:3.8	high
11.2	0.32	0.24:3.17:1.3	high
9.2	0.37	0.2:nan:nan	medium
10.6	0.33	0.17:3.19:4.0	high
9.3		0.21:3.01:17.1	medium
8.9	0.35	0.21:3.05:14.5	medium
10.6	0.4	0.21:3.42:1.2	medium
10.6	0.31	0.17:3.1:nan	high
8.8	0.31	0.24:3.09:8.4	low
11.0	0.33	0.24:3.59:1.3	high
10.2	0.26	0.28:nan:8.8	medium
	0.21	0.23:nan:nan	high
10.1	0.25	0.29:3.31:10.6	medium
		0.29:nan:2.6	high
9.4	0.25	0.27:nan:5.8	medium
11.8	0.42	nan:nan:2.8	medium
11.4	0.4	0.16:nan:1.6	low
10.7	0.39	0.29:3.12:6.7	low
8.6	0.69	0.31:nan:10.2	low
11.5	0.45	0.32:3.51:4.9	high
11.2	0.45	0.24:3.55:3.8	high
12.6	0.15	0.37:3.3:2.0	high
12.6	0.27	0.29:3.21:1.7	high
9.3		0.22:3.04:2.4	low
12.6	0.15	0.37:3.3:nan	high
12.1	0.37	0.18:3.06:nan	medium
	0.34	nan:3.52:12.0	medium
10.7	0.4	0.18:nan:nan	low
10.0	0.17	0.52:3.26:1.4	low
10.4	0.38	0.15:3.13:2.2	high
10.5	0.13	0.415:3.29:nan	low
9.7	0.34	0.45:3.31:8.3	low
10.5	0.13	0.415:3.29:1.4	low
9.0	0.16	0.5:nan:12.9	low
	0.32	nan:3.54:nan	medium
	0.3	0.4:3.17:1.6	medium
11.4	0.39	nan:3.35:1.45	high
10.8	0.45	nan:2.93:1.6	low
10.9	0.4	0.23:2.96:1.5	low
9.2	0.45	nan:3.2:13.0	medium
12.9	0.29	0.115:3.12:1.95	high
12.0	0.29	0.125:3.23:5.85	high
9.5	0.27	0.1:3.27:1.3	low
11.8	0.29	0.25:3.06:5.3	high
	0.28	0.2:3.19:1.2	medium
9.7	0.34	0.23:3.2:4.0	medium
9.1		0.39:3.17:14.35	low
	0.42	nan:2.99:nan	low
	0.34	nan:3.25:4.7	low
9.5	0.34	nan:3.44:nan	medium
12.3	0.42	0.26:nan:5.2	high
11.7	0.37	nan:nan:8.4	high
9.5		0.28:3.14:3.2	low
	0.49	0.31:2.99:6.9	low
	0.33	0.16:3.14:1.0	medium
	0.49	0.34:3.17:7.3	low
9.5	0.46	nan:3.14:3.2	low
	0.3	0.24:3.25:1.6	low
10.5	0.32	0.25:3.26:1.5	low
8.9	0.18	nan:3.14:nan	low
10.6		0.27:nan:1.1	low
9.5		0.34:3.17:1.3	low
10.8	0.37	0.17:3.2:5.7	medium
9.5	0.23	0.25:3.14:7.2	low
8.9	0.17	0.32:3.13:7.6	low
8.9		0.32:3.14:7.5	low
9.4	0.0	0.6:3.31:1.3	low
	0.07	0.395:3.5:1.3	medium
	0.3	0.16:3.47:4.8	low
10.5	0.36	nan:3.42:2.1	low
9.0		nan:3.16:16.85	medium
	0.29	0.3:3.16:nan	medium
	0.27	0.26:3.27:4.1	medium
9.0	0.29	0.3:3.16:16.85	medium
9.6	0.34	0.14:3.29:1.3	medium
9.0		0.3:3.16:nan	medium
10.2		0.25:3.15:7.4	high
9.4	0.27	0.26:3.27:4.1	medium
10.4		nan:3.07:0.9	medium
10.4	0.32	0.24:3.52:6.3	low
9.5		nan:3.23:0.8	low
10.6	0.43	0.23:3.22:1.4	medium
11.0	0.38	0.2:3.21:1.0	low
9.6	0.34	0.14:3.29:1.3	medium
	0.43	0.25:3.38:4.5	medium
9.6	0.45	nan:3.14:5.4	low
12.8	0.44	0.21:nan:1.9	medium
11.4	0.33	nan:3.42:2.0	low
10.0	0.26	0.26:3.41:12.7	medium
9.1	0.41	nan:nan:nan	low
9.4		0.32:3.36:nan	high
10.2	0.29	nan:3.46:2.0	medium
9.2	0.4	0.44:2.97:2.8	low
	0.25	nan:3.23:4.5	low
9.6	0.45	0.61:3.14:5.4	low
10.1	0.45	0.42:3.12:9.1	medium
11.4	0.33	0.22:3.42:2.0	low
10.6	0.3	nan:3.21:2.2	medium
12.8	0.32	nan:nan:4.1	high
	0.64	0.41:3.12:11.8	low
9.3	0.37	nan:3.09:1.2	low
11.1	0.38	0.21:nan:2.2	high
9.9	0.3	0.21:nan:1.4	medium
9.6	0.47	nan:3.1:1.6	low
12.8	0.44	0.21:3.01:1.9	medium
10.7	0.26	nan:3.16:5.2	high
9.2	0.32	0.26:2.96:14.45	medium
	0.4	0.22:3.36:14.75	high
9.6	0.22	nan:3.33:8.3	medium
	0.45	0.22:3.03:14.2	medium
10.7	0.26	nan:3.16:5.2	high
9.1	0.4	0.22:nan:14.75	high
	0.32	0.26:2.96:14.45	medium
10.7	0.37	0.25:nan:nan	high
10.8	0.37	0.18:nan:1.5	medium
10.8		0.17:3.3:1.5	high
9.0	0.38	0.3:nan:7.8	low
10.7	0.16	0.33:3.48:1.5	medium
10.7	0.16	0.33:nan:1.5	medium
9.4	0.32	nan:3.19:1.5	low
8.8	0.46	0.26:2.94:15.55	medium
9.0		0.3:3.1:7.8	low
11.5	0.4	0.21:3.42:1.7	medium
12.5	0.46	0.23:3.23:1.5	medium
	0.41	0.28:nan:1.0	medium
9.7		0.27:3.29:6.7	low
11.3	0.36	0.32:nan:1.6	medium
10.7		0.33:3.48:1.5	medium
10.8	0.45	0.24:nan:1.2	medium
10.6	0.42	0.28:3.17:7.1	low
11.7	0.36	0.37:nan:1.0	high
9.2	0.38	0.61:2.94:12.1	low
11.1	0.44	0.26:3.02:7.1	high
11.7	0.36	0.37:nan:1.0	high
11.0		0.23:3.33:nan	medium
	0.32	0.4:3.51:6.0	high
10.0	0.39	0.28:3.16:nan	medium
10.6	0.42	0.28:3.17:7.1	low
12.3	0.39	0.23:nan:2.3	high
12.7		0.32:3.14:3.4	medium
12.3	0.39	0.23:3.26:2.3	high
10.5		0.18:3.1:6.5	low
12.5	0.53	0.26:3.23:1.2	medium
12.4	0.42	nan:nan:1.15	low
8.7	0.3	0.29:3.06:nan	medium
12.4	0.37	nan:3.17:nan	high
12.6	0.37	0.44:3.16:nan	high
11.0	0.3	nan:nan:5.2	medium
10.1	0.31	0.26:3.42:nan	medium
10.5		0.32:3.03:1.7	low
12.7	0.37	nan:3.14:nan	medium
10.9	0.39	nan:3.17:3.6	low
13.5		nan:3.07:2.7	high
9.7	0.48	nan:3.19:2.2	low
	0.28	nan:nan:1.8	medium
10.6		0.18:nan:2.1	high
13.3		0.43:2.98:6.6	high
13.5	0.37	nan:3.07:2.7	high
10.1	0.22	0.26:3.29:5.1	low
9.4	0.72	0.66:2.92:17.55	low
10.6	0.4	nan:3.18:5.2	high
11.3		0.21:nan:1.1	medium
10.8	0.31	nan:3.32:1.1	high
	0.44	0.57:3.15:10.7	low
10.5	0.23	0.26:3.82:5.15	high
9.3	0.33	0.245:3.13:1.1	low
9.3	0.32	0.245:3.12:nan	medium
12.2	0.41	nan:3.29:nan	high
9.2	0.73	0.16:3.08:nan	low
10.3		0.22:3.81:1.8	medium
9.4	0.65	0.18:nan:1.4	medium
10.2		nan:nan:6.7	medium
9.0	0.16	0.29:3.08:6.8	medium
9.3		0.21:3.06:6.8	medium
	0.3	0.23:3.06:7.1	medium
9.4	0.68	nan:nan:nan	medium
9.4		0.18:3.33:1.4	medium
	0.46	nan:2.92:1.45	medium
9.9	0.35	nan:3.46:nan	low
11.1	0.34	0.31:nan:7.4	high
12.3		0.28:nan:4.2	high
8.6	0.42	nan:3.21:14.6	high
9.4		0.31:3.04:10.5	low
	0.56	0.35:3.07:13.8	medium
	0.42	0.22:3.21:14.6	high
10.9	0.47	nan:3.21:1.1	low
9.4	0.31	0.39:3.2:5.3	low
10.9	0.47	0.5:3.21:1.1	low
9.4	0.56	0.35:nan:13.8	medium
9.2	0.27	0.22:3.22:nan	medium
8.6	0.42	0.22:3.21:14.6	high
	0.29	nan:3.04:10.5	low
10.8	0.36	0.24:nan:4.9	medium
10.5	0.3	nan:3.29:1.9	medium
12.5	0.41	0.16:3.02:nan	medium
	0.34	0.27:nan:1.8	high
8.7	0.74	0.31:3.02:10.7	low
12.7		0.45:3.07:8.8	high
12.1	0.34	0.27:2.99:1.8	high
12.5	0.41	nan:nan:nan	medium
11.4	0.29	0.16:nan:1.8	high
		0.21:3.02:nan	high
12.8	0.33	0.32:3.15:1.4	high
11.2	0.3	0.16:3.38:nan	medium
9.7	0.33	0.16:3.14:1.5	medium
9.7		0.23:nan:9.2	medium
10.3		nan:3.5:1.1	medium
11.6	0.22	nan:nan:4.3	low
11.6	0.22	0.41:nan:4.2	low
9.7		0.23:3.04:9.2	medium
10.9	0.33	nan:3.32:5.0	medium
12.6	0.38	0.42:3.19:nan	high
12.4	0.39	nan:3.3:5.2	medium
	0.28	nan:2.96:4.75	low
10.2	0.38	0.245:2.93:5.9	medium
11.4		0.2:3.22:7.7	low
9.6	0.42	0.19:3.3:6.4	medium
10.3	0.36	0.2:3.05:nan	medium
9.3	0.71	nan:2.95:17.35	low
10.7		0.14:3.33:1.8	high
12.8	0.4	nan:3.13:1.8	high
9.5	0.59	0.14:2.98:1.5	low
10.4		0.15:3.02:1.6	medium
10.3	0.55	0.17:nan:1.6	medium
9.9		nan:nan:13.5	medium
	0.22	0.23:nan:3.75	medium
10.5	0.54	0.25:2.94:nan	low
9.6	0.42	nan:nan:1.3	low
9.3		0.31:3.15:nan	medium
10.0	0.36	0.2:3.1:9.7	medium
	0.26	0.255:3.04:2.0	medium
10.8	0.34	0.15:3.32:nan	low
10.3	0.31	0.15:3.54:1.1	medium
8.8	0.53	0.25:3.03:6.6	low
		0.19:3.04:1.5	medium
13.2		0.43:nan:4.6	medium
10.1		0.31:3.54:0.9	medium
	0.26	0.2:3.44:nan	low
10.8	0.35	0.16:3.25:1.3	medium
12.8	0.48	0.32:3.2:2.3	high
		0.22:3.12:6.8	medium
10.5	0.33	0.26:nan:1.5	medium
11.7	0.33	nan:3.37:1.2	medium
9.5		0.19:nan:2.1	low
	0.41	0.21:2.85:nan	low
8.8	0.32	0.15:3.4:nan	medium
9.3	0.64	nan:3.15:17.0	high
12.6		0.21:3.09:1.8	high
12.4	0.5	nan:3.21:1.2	medium
10.1		0.21:3.65:nan	medium
	0.36	nan:3.26:7.0	high
10.0	0.3	nan:nan:6.4	low
10.0		0.18:3.29:6.4	low
10.8	0.27	0.58:2.99:12.15	medium
10.0	0.32	nan:3.27:nan	medium
10.4	0.23	0.54:3.04:2.0	low
10.8	0.27	0.58:nan:nan	medium
	0.31	0.25:3.51:nan	medium
12.2	0.37	0.23:3.26:1.9	high
		0.39:3.39:1.1	high
12.2	0.39	0.46:nan:6.2	high
11.9	0.4	0.35:3.15:6.3	high
11.2	0.36	nan:nan:7.0	high
10.4	0.39	0.35:2.96:0.9	low
12.8	0.39	0.57:3.29:3.9	high
12.7		0.37:3.28:3.9	high
10.1	0.24	0.21:3.65:2.3	medium
10.0	0.3	0.18:3.29:6.4	low
9.0	0.3	0.13:3.43:1.8	low
11.4	0.41	0.19:nan:1.1	low
8.9	0.41	0.22:3.32:15.4	medium
9.3	0.4	0.29:nan:6.5	medium
12.0	0.32	0.35:3.28:nan	high
		0.19:3.36:1.4	high
10.5	0.26	0.12:3.52:5.7	medium
10.6	0.28	0.13:3.59:nan	high
	0.33	nan:3.19:nan	high
9.5	0.16	0.32:3.22:1.4	low
11.4	0.41	nan:2.92:1.1	low
10.1	0.28	0.13:nan:nan	high
10.9	0.41	0.14:3.25:0.9	medium
8.9	0.24	0.27:3.15:3.8	low
	0.41	0.22:nan:15.4	medium
9.3		0.64:2.9:14.15	low
10.4	0.39	0.28:3.25:1.9	medium
12.0	0.41	0.26:3.1:nan	high
9.5	0.56	nan:2.87:8.2	medium
9.5	0.56	0.22:2.87:8.2	medium
12.4	0.34	0.23:3.14:2.7	high
11.2	0.32	0.3:nan:1.7	high
	0.41	0.27:3.15:1.7	medium
11.4		0.28:3.16:1.7	medium
	0.3	0.28:3.35:1.6	high
10.4	0.2	0.46:3.1:0.9	medium
	0.32	0.38:3.38:8.5	high
12.3	0.3	nan:3.54:nan	high
		0.56:3.12:3.1	medium
10.5	0.56	0.36:3.24:nan	medium
11.4	0.4	0.23:3.23:1.6	medium
9.5	0.29	0.33:nan:1.3	low
13.7	0.13	0.49:3.42:4.5	high
13.4	0.33	0.42:3.28:2.8	medium
11.3	0.29	0.18:nan:nan	high
10.0	0.4	0.19:nan:0.9	medium
10.1	0.26	0.19:3.49:7.4	medium
12.2	0.47	0.16:nan:nan	medium
	0.33	nan:3.28:2.8	medium
9.3	0.3	0.135:3.31:4.6	medium
13.7	0.13	0.49:3.42:nan	high
12.3	0.33	0.19:3.09:1.6	high
11.3	0.29	0.18:3.2:1.2	high
8.9	0.36	0.25:3.04:13.1	high
8.9	0.36	0.25:3.04:13.1	high
11.5	0.34	nan:3.19:nan	medium
8.9		0.25:3.04:13.1	high
9.3	0.48	0.67:3.17:12.6	medium
11.1	0.29	0.4:3.3:5.4	high
10.9	0.31	0.26:3.34:nan	high
11.6	0.48	0.31:2.9:6.6	low
10.2		0.39:nan:6.9	low
10.5	0.36	nan:3.01:6.8	high
11.4	0.28	nan:2.91:nan	medium
8.9	0.36	0.25:3.04:13.1	high
10.6	0.34	0.2:3.14:1.2	medium
	0.32	0.26:3.31:5.9	medium
	0.34	0.2:3.19:5.7	medium
		nan:3.25:4.1	high
	0.49	0.29:3.14:7.1	medium
11.3		0.17:nan:1.4	medium
9.3	0.02	0.415:3.36:0.8	low
10.0		0.23:3.36:nan	medium
	0.35	0.55:nan:15.55	low
	0.74	0.35:3.13:1.0	low
		nan:3.07:1.6	high
	0.49	0.28:nan:11.8	low
11.6	0.49	0.18:3.27:4.5	medium
9.1	0.24	0.165:3.32:nan	low
10.0	0.74	0.25:nan:10.0	low
10.8	0.49	0.29:nan:7.1	medium
11.4	0.49	0.22:3.25:0.9	medium
12.7	0.49	0.22:3.05:1.0	medium
11.3		0.25:3.13:1.1	low
10.4	0.49	0.18:3.0:1.1	high
9.6		0.22:3.3:1.5	low
10.1	0.24	0.39:3.0:1.0	low
9.6		0.22:3.3:nan	low
12.1	0.49	nan:3.1:2.9	high
12.2	0.49	0.29:3.07:1.2	medium
